origin,destination,count
pk,dk,-0,14
pk,fi,-0,16
pk,fr,-0,1
pk,de,-1,12
pk,hk,0,03
pk,in,0,07
pk,iq,-0,15
pk,ie,-0,07
pk,it,-0,18
pk,jp,0,02
pk,kr,-0,19
pk,kw,-0,01
pk,my,-0,2
pk,nl,-0,01
pk,nz,-0,28
pk,ng,-0,01
pk,no,0,16
pk,om,-0,25
pk,qa,-0,95
pk,sa,-7,99
pk,sg,-0,09
pk,za,-0,01
pk,es,-0,08
pk,se,-0,13
pk,th,-0,01
pk,tr,-0,09
pk,ae,-19,13
pk,gb,0,1
pk,us,5,19
pl,au,-0,73
pl,at,-0,28
pl,by,0,51
pl,be,-0,08
pl,br,0,37
pl,bg,0,12
pl,ca,-0,16
pl,cn,-0,08
pl,hr,0,11
pl,cz,0
pl,dk,-0,15
pl,eg,0,14
pl,fi,-0,05
pl,fr,0,65
pl,de,-2,9
pl,gr,0,21
pl,hu,-0,01
pl,in,-1,49
pl,ie,-0,37
pl,it,0,9
pl,jp,-0,06
pl,kr,0,09
pl,lt,0,08
pl,lu,-0,4
pl,mt,-0,2
pl,mx,0,07
pl,nl,-0,6
pl,nz,-0,19
pl,ng,-1,36
pl,no,-0,63
pl,pt,0,22
pl,qa,-0,08
pl,ro,0,19
pl,sa,-0,13
pl,sg,0,03
pl,sk,0,05
pl,za,-0,19
pl,es,-0,31
pl,se,-0,07
pl,ch,-1,6
pl,th,-0,05
pl,tr,0,3
pl,ua,7,42
pl,ae,-0,73
pl,gb,-6,48
pl,us,2,52
pr,do,0,21
pr,mx,0,52
pr,es,0,75
pr,us,-37,01
ps,de,-1,29
ps,il,23,38
ps,jo,-3,23
ps,sa,-7,02
ps,ae,-17,47
ps,gb,0,92
ps,us,11,46
pt,ao,-2,69
pt,au,-0,28
pt,at,-0,1
pt,be,-0,65
pt,br,5,62
pt,ca,-0,11
pt,cl,-0,06
pt,cn,0,03
pt,co,-0,03
pt,cz,-0,12
pt,dk,-0,26
pt,fi,-0,07
pt,fr,-0,88
pt,de,-1,4
pt,hu,0,03
pt,in,0,18
pt,ie,-0,68
pt,it,0,18
pt,lu,-0,36
pt,mx,0,03
pt,mz,-0,68
pt,nl,-0,62
pt,no,-0,32
pt,pl,-0,19
pt,qa,-0,16
pt,ro,0,05
pt,sa,-0,13
pt,sg,-0,02
pt,za,0,07
pt,es,-0,77
pt,se,-0,19
pt,ch,-1,53
pt,tr,0,07
pt,ae,-0,66
pt,gb,-9,5
pt,us,0,66
pt,ve,0,43
py,ar,2,48
py,br,2,57
py,es,1,84
py,us,9,13
qa,dz,0,96
qa,au,-0,68
qa,bh,1,35
qa,bd,0,65
qa,be,0,37
qa,br,0,63
qa,ca,-2,12
qa,cn,-0,07
qa,dk,0,35
qa,eg,15,62
qa,fr,2,09
qa,de,0,15
qa,gr,1,46
qa,hk,-0,02
qa,in,71,44
qa,id,1,55
qa,iq,-0,07
qa,ie,0,48
qa,it,1,31
qa,jo,5,04
qa,ke,0,59
qa,kr,0
qa,kw,1,7
qa,lb,0,35
qa,my,0,83
qa,ma,1,46
qa,np,0,63
qa,nl,0,63
qa,nz,-0,35
qa,ng,0,96
qa,om,3,77
qa,pk,6,17
qa,ph,12
qa,pl,0,33
qa,pt,0,7
qa,ro,1,57
qa,sa,7,68
qa,rs,0,79
qa,sg,-0,15
qa,za,2,49
qa,es,2,6
qa,lk,6,28
qa,sd,0,65
qa,ch,0,02
qa,th,0,22
qa,tn,3,03
qa,tr,1,22
qa,ua,0,68
qa,ae,-12,48
qa,gb,8,09
qa,us,9,51
ro,au,-0,31
ro,at,-0,56
ro,be,-1,08
ro,bg,0,08
ro,ca,-0,8
ro,cn,-0,04
ro,cz,-0,28
ro,dk,-0,87
ro,eg,-0,27
ro,fi,-0,16
ro,fr,-1,65
ro,de,-4,18
ro,gr,0,12
ro,hu,-0,77
ro,in,-0,18
ro,ir,-4,99
ro,ie,-1,09
ro,it,0,29
ro,lu,-0,67
ro,md,0,77
ro,nl,-1,23
ro,no,-0,25
ro,pl,-0,2
ro,pt,-0,06
ro,qa,-0,43
ro,sa,-7,37
ro,es,-0,77
ro,se,-0,5
ro,ch,-0,44
ro,tr,0,01
ro,ua,0,14
ro,ae,-3,05
ro,gb,-14,6
ro,us,2,86
rs,au,-0,83
rs,at,-2,14
rs,be,-0,56
rs,ba,0,75
rs,ca,-2,03
rs,cn,-0,49
rs,hr,-0,34
rs,cz,-0,43
rs,fr,-0,9
rs,de,-5,19
rs,gr,0,26
rs,hu,-1,15
rs,it,-1,07
rs,nl,-1,22
rs,no,-1,86
rs,qa,-0,77
rs,si,-0,45
rs,es,-0,15
rs,se,-1,15
rs,ch,-1,47
rs,ae,-3,4
rs,gb,-0,02
rs,us,6,39
rw,ca,-0,66
rw,cd,-14,76
rw,in,3,01
rw,ke,-1,32
rw,tz,-0,94
rw,ug,1,32
rw,gb,3,1
rw,us,13,91
sa,dz,0,13
sa,au,0,97
sa,bh,0,52
sa,bd,-0,14
sa,be,-0,02
sa,br,0,11
sa,ca,0,38
sa,cn,0,14
sa,eg,12,76
sa,fr,0,45
sa,de,-0,19
sa,gr,0,18
sa,in,23,94
sa,id,0,43
sa,iq,0,25
sa,ie,0,32
sa,it,0,21
sa,jp,0,09
sa,jo,4,66
sa,ke,-0,05
sa,kr,0,06
sa,kw,0,25
sa,lb,2,01
sa,my,1,13
sa,mx,0,07
sa,ma,0,07
sa,nl,0,2
sa,nz,0,09
sa,ng,0,22
sa,om,0,12
sa,pk,12,35
sa,ph,4,69
sa,pl,0,12
sa,pt,0,14
sa,qa,-1,83
sa,ro,6,49
sa,sg,0,01
sa,za,0,97
sa,es,0,86
sa,lk,0,28
sa,sd,2,65
sa,se,-0,21
sa,ch,0,17
sa,sy,0,36
sa,th,0,07
sa,tn,0,5
sa,tr,0,53
sa,ae,-3,05
sa,gb,5,9
sa,us,29,05
sa,ps,0,4
sa,ye,0,62
sd,eg,1,21
sd,in,1,08
sd,my,1,63
sd,qa,-1,81
sd,sa,-30,67
sd,ae,-10,06
sd,gb,0,18
sd,us,28,93
se,af,0
se,au,0,37
se,at,0
se,bd,0,06
se,be,0,13
se,br,0,58
se,bg,0,11
se,ca,0,06
se,cl,0
se,cn,0,61
se,co,0,06
se,hr,0,13
se,cz,0,12
se,dk,-1,33
se,eg,0,19
se,ee,0,04
se,fi,1,13
se,fr,0,9
se,de,-0,2
se,gr,0,86
se,hk,0
se,hu,0,41
se,is,0,02
se,in,2,45
se,id,0,08
se,ir,0,15
se,iq,0,06
se,ie,0,13
se,il,0,08
se,it,1,05
se,jp,0,12
se,ke,-0,03
se,kr,0,12
se,lv,-0,02
se,lb,0,12
se,lt,0,01
se,lu,-0,07
se,my,0,02
se,mt,-0,14
se,mx,0,21
se,nl,0,47
se,nz,0,04
se,no,0,27
se,pk,0,17
se,ph,0,07
se,pl,0,05
se,pt,0,17
se,ro,0,37
se,sa,0,18
se,rs,0,24
se,sg,0,03
se,sk,0,03
se,za,0,08
se,es,0,74
se,ch,-0,07
se,sy,0,5
se,tw,0,01
se,th,0,26
se,tr,0,52
se,ua,0,44
se,ae,0
se,gb,1,12
se,us,3,79
se,vn,0,05
sg,au,-0,01
sg,at,-0,02
sg,bd,0,21
sg,be,0,31
sg,br,0,56
sg,kh,0,02
sg,ca,-1,42
sg,cn,2,07
sg,cz,0,07
sg,dk,-0,06
sg,fi,0
sg,fr,3,13
sg,de,-0,36
sg,hk,1,15
sg,hu,0,05
sg,in,20,27
sg,id,-1,76
sg,ir,-0,17
sg,ie,0,27
sg,il,0,02
sg,it,0,62
sg,jp,0,91
sg,kr,1,26
sg,lu,0,02
sg,my,12,32
sg,mx,-0,13
sg,mm,-1,39
sg,nl,0,29
sg,nz,-1,55
sg,ng,-0,01
sg,no,0
sg,om,0,12
sg,pk,0,17
sg,ph,2,8
sg,pl,-0,04
sg,pt,0,02
sg,qa,0,04
sg,sa,-0,01
sg,za,0,23
sg,es,0,39
sg,lk,0,46
sg,se,-0,05
sg,ch,0,19
sg,tw,0,79
sg,th,-0,14
sg,tr,0,07
sg,ae,-2,18
sg,gb,2,57
sg,us,1,76
sg,vn,0,25
si,at,-5,14
si,be,-0,82
si,hr,0,23
si,fr,-0,45
si,de,-3,77
si,it,0,55
si,nl,-0,68
si,rs,0,96
si,es,0,41
si,ch,-0,91
si,gb,-4,46
si,us,5,59
sk,au,-1,08
sk,at,-3,92
sk,be,-0,26
sk,ca,0,09
sk,cz,-14,7
sk,dk,-1,43
sk,fr,-0,03
sk,de,-2,16
sk,hu,-0,94
sk,in,0,2
sk,ie,-0,32
sk,it,0,12
sk,nl,-0,38
sk,pl,-0,26
sk,es,-0,23
sk,se,-0,23
sk,ch,-2,19
sk,tr,-0,35
sk,ua,3,01
sk,ae,-0,29
sk,gb,-1,34
sk,us,5,55
sn,be,-0,18
sn,bj,0,74
sn,bf,-0,28
sn,cm,-0,04
sn,ca,-1,44
sn,ci,-1,16
sn,fr,3,38
sn,ga,-1,16
sn,it,1,16
sn,ml,-0,04
sn,ma,0,63
sn,ch,0,07
sn,gb,-0,21
sn,us,1,69
sv,ca,-0,72
sv,co,-0,04
sv,gt,5,18
sv,mx,-0,58
sv,pa,-1,05
sv,es,1,01
sv,us,-0,4
sy,ca,-3,64
sy,eg,0,74
sy,fr,-2,44
sy,de,-12,73
sy,iq,-2,95
sy,jo,-0,17
sy,lb,-2,95
sy,nl,-2,73
sy,sa,-3,92
sy,se,-6,48
sy,tr,-10,23
sy,ae,-13,81
sy,gb,-1,19
sy,us,7,73
tg,ci,-0,97
tg,fr,-2,71
tg,gh,-0,32
tg,us,-1,41
th,au,-0,83
th,at,-0,08
th,bd,-0,03
th,be,0,18
th,br,0,18
th,kh,-0,26
th,ca,-0,18
th,cn,0,86
th,dk,-0,18
th,fi,-0,11
th,fr,0,66
th,de,-0,66
th,hk,-0,02
th,in,1,8
th,id,-0,1
th,ie,-0,02
th,il,-0,01
th,it,0,27
th,jp,0,5
th,kr,0
th,my,0,29
th,mx,-0,09
th,mm,-1,52
th,np,-0,04
th,nl,0,11
th,nz,-0,13
th,no,-0,22
th,pk,0,03
th,ph,0,26
th,pl,0,06
th,qa,-0,08
th,sa,-0,1
th,sg,0,18
th,za,0,02
th,es,-0,08
th,lk,0,01
th,se,-0,48
th,ch,-0,09
th,tw,0,02
th,tr,0,1
th,ua,0,3
th,ae,-0,22
th,gb,1,49
th,us,5,35
th,vn,-0,09
tn,dz,0
tn,be,-0,16
tn,ca,-4,45
tn,ci,-2,71
tn,fr,-18,98
tn,de,-2,29
tn,it,-0,21
tn,ly,0,16
tn,ma,-0,79
tn,qa,-2,4
tn,sa,-1,65
tn,es,-0,28
tn,ch,-0,67
tn,tr,-0,53
tn,ae,-1,29
tn,gb,-0,09
tn,us,1,69
tr,af,-0,03
tr,al,0
tr,dz,-0,12
tr,au,-0,28
tr,at,-0,07
tr,az,0,21
tr,bd,-0,01
tr,by,0,01
tr,be,-0,1
tr,ba,0,05
tr,br,0,05
tr,bg,0,09
tr,ca,-0,4
tr,cn,-0,01
tr,cy,-0,85
tr,cz,-0,1
tr,dk,-0,08
tr,eg,0,22
tr,et,-0,07
tr,fi,-0,08
tr,fr,-0,16
tr,ge,-0,05
tr,de,-1,3
tr,gr,-0,11
tr,hk,-0,02
tr,hu,-0,02
tr,in,0,13
tr,id,0,02
tr,ir,0,25
tr,iq,0,05
tr,ie,-0,18
tr,il,-0,06
tr,it,-0,25
tr,jp,-0,05
tr,jo,0,12
tr,kz,-0,01
tr,kr,0,02
tr,kw,-0,06
tr,lb,0,11
tr,ly,0,07
tr,lt,0,01
tr,mk,0
tr,my,0,07
tr,mt,-0,04
tr,ma,0,09
tr,nl,-0,52
tr,nz,-0,04
tr,ng,-0,09
tr,no,-0,06
tr,om,-0,06
tr,pk,0,06
tr,ph,-0,01
tr,pl,-0,12
tr,pt,-0,03
tr,qa,-0,13
tr,ro,0
tr,sa,-0,23
tr,sg,-0,02
tr,sk,0,03
tr,za,0
tr,es,-0,18
tr,se,-0,27
tr,ch,-0,05
tr,sy,0,41
tr,th,-0,03
tr,tn,0,07
tr,ua,0,15
tr,ae,-0,64
tr,gb,-0,25
tr,us,2,79
tr,uz,0,04
tt,ca,0,15
tt,jm,0,8
tt,gb,0,87
tt,us,4,36
tw,au,-0,23
tw,be,-0,1
tw,ca,-0,33
tw,cn,-6,42
tw,fr,-0,01
tw,de,-0,3
tw,hk,-1,55
tw,in,0,74
tw,id,-0,31
tw,ie,-0,03
tw,it,-0,07
tw,jp,-0,17
tw,kr,0,11
tw,my,0,04
tw,nl,-0,14
tw,nz,-0,07
tw,ph,0,22
tw,sg,-1,11
tw,za,0,06
tw,es,0,04
tw,se,-0,03
tw,ch,-0,09
tw,th,-0,02
tw,ae,-0,01
tw,gb,0,32
tw,us,-3,76
tw,vn,-0,43
tz,au,0,45
tz,ca,-0,37
tz,cn,0,08
tz,fr,0,13
tz,de,0,13
tz,in,5,87
tz,it,0,58
tz,ke,0,6
tz,nl,0,26
tz,ng,0,5
tz,no,1,81
tz,rw,0,26
tz,za,1,1
tz,ug,-0,16
tz,ae,-0,24
tz,gb,3,33
tz,us,29,6
tz,zm,-0,21
ua,au,-0,53
ua,at,-0,54
ua,az,-0,07
ua,by,-0,75
ua,be,-0,37
ua,bg,-0,29
ua,ca,-2,8
ua,cn,-0,59
ua,cy,-0,28
ua,cz,-0,59
ua,dk,-0,33
ua,eg,-0,03
ua,ee,-0,67
ua,fr,-0,76
ua,ge,-0,13
ua,de,-3,92
ua,gr,-0,08
ua,hu,-0,44
ua,in,-0,11
ua,ie,-0,35
ua,il,-1,09
ua,it,-0,5
ua,kz,-0,48
ua,lv,-0,37
ua,lt,-0,28
ua,md,0,09
ua,nl,-1,27
ua,ng,-0,17
ua,no,-0,08
ua,pl,-9,1
ua,qa,-0,21
ua,ro,-0,17
ua,sk,-0,71
ua,es,-0,72
ua,se,-0,7
ua,ch,-0,53
ua,th,-0,26
ua,tr,-0,45
ua,ae,-2,31
ua,gb,-1,21
ua,us,-3,3
ug,ca,-0,45
ug,cn,0,68
ug,cd,-0,53
ug,de,-0,05
ug,in,1,95
ug,ke,-1,1
ug,nl,0,43
ug,ng,-0,23
ug,no,0,95
ug,rw,-0,35
ug,za,1,15
ug,tz,0,15
ug,ae,-0,95
ug,gb,2,03
ug,us,20,1
us,af,0,02
us,al,-0,01
us,dz,-0,01
us,ao,-0,04
us,ar,-0,08
us,am,0
us,au,-0,2
us,at,-0,01
us,az,-0,01
us,bs,-0,01
us,bh,-0,01
us,bd,-0,08
us,by,0
us,be,-0,02
us,bj,-0,01
us,bo,-0,01
us,ba,-0,01
us,bw,-0,01
us,br,-0,85
us,bg,-0,02
us,bf,-0,01
us,kh,-0,02
us,cm,-0,01
us,ca,-0,08
us,cl,-0,13
us,cn,0,21
us,co,-0,18
us,cd,-0,04
us,cr,-0,03
us,ci,-0,01
us,hr,-0,03
us,cu,0,01
us,cy,-0,01
us,cz,-0,03
us,dk,-0,03
us,do,0
us,ec,-0,08
us,eg,-0,14
us,sv,0
us,ee,-0,01
us,et,-0,04
us,fj,-0,01
us,fi,-0,02
us,fr,-0,01
us,ga,-0,01
us,ge,-0,03
us,de,-0,17
us,gh,-0,1
us,gr,-0,04
us,gt,-0,02
us,ht,-0,01
us,hn,-0,01
us,hk,-0,06
us,hu,-0,03
us,is,-0,01
us,in,0,65
us,id,-0,73
us,ir,-0,5
us,iq,-0,04
us,ie,-0,04
us,il,0
us,it,-0,1
us,jm,0,01
us,jp,-0,04
us,jo,-0,02
us,kz,-0,01
us,ke,-0,38
us,kr,0,04
us,kw,-0,03
us,lv,-0,01
us,lb,-0,03
us,ly,-0,01
us,lt,-0,01
us,lu,-0,01
us,mk,0
us,mg,-0,01
us,mw,-0,04
us,my,-0,13
us,ml,-0,01
us,mt,0
us,mu,-0,01
us,mx,-0,03
us,md,0,01
us,mn,-0,01
us,ma,-0,06
us,mz,-0,03
us,mm,-0,02
us,na,-0,02
us,np,0
us,nl,-0,03
us,nz,-0,05
us,ni,-0,01
us,ng,-0,7
us,no,-0,03
us,om,-0,02
us,pk,-0,13
us,pa,-0,03
us,pg,-0,02
us,py,-0,02
us,pe,-0,09
us,ph,-0,05
us,pl,-0,04
us,pt,-0,01
us,pr,0,14
us,qa,-0,04
us,ro,-0,04
us,rw,-0,01
us,sa,-0,45
us,sn,0
us,rs,-0,02
us,sg,-0,02
us,sk,-0,02
us,si,-0,01
us,za,-0,78
us,es,-0,02
us,lk,-0,04
us,sd,-0,04
us,se,-0,07
us,ch,-0,04
us,sy,-0,01
us,tw,0,04
us,tz,-0,09
us,th,-0,05
us,tg,0
us,tt,-0,01
us,tn,-0,01
us,tr,-0,1
us,ug,-0,07
us,ua,0,04
us,ae,-0,33
us,gb,-0,75
us,uy,-0,03
us,uz,0
us,ve,0,02
us,vn,-0,02
us,ps,-0,01
us,ye,0
us,zm,-0,06
us,zw,-0,1
uy,ar,0,53
uy,br,0,89
uy,cl,-0,36
uy,co,0,17
uy,cu,1,33
uy,fr,0,11
uy,de,0
uy,mx,0,06
uy,pe,0,08
uy,es,1,1
uy,gb,0,02
uy,us,6,73
uy,ve,4,83
uz,kz,-0,49
uz,tr,-2,35
uz,ae,-6,92
uz,gb,4,57
uz,us,-1,23
ve,ar,-4,34
ve,au,-0,48
ve,br,-0,4
ve,ca,-0,46
ve,cl,-11,9
ve,cn,-0,11
ve,co,-7,83
ve,cr,-1,1
ve,do,-0,73
ve,ec,-4,06
ve,fr,-0,45
ve,de,-0,69
ve,gt,-0,26
ve,ie,-0,19
ve,it,-0,49
ve,mx,-3,77
ve,nl,-0,18
ve,pa,-10,65
ve,pe,-1,73
ve,pt,-0,41
ve,es,-9,93
ve,ae,-0,12
ve,gb,-0,89
ve,us,-1,36
ve,uy,-1,06
vn,au,-0,76
vn,be,0,08
vn,kh,-1,42
vn,ca,-0,97
vn,cn,0,75
vn,dk,-0,02
vn,fi,-0,33
vn,fr,1,43
vn,de,-0,23
vn,hk,0,14
vn,in,0,99
vn,id,0,17
vn,ie,0
vn,it,0,03
vn,jp,0,23
vn,kr,0,54
vn,my,0,3
vn,mm,-0,1
vn,nl,0,18
vn,nz,-0,17
vn,ph,0,34
vn,sg,-0,38
vn,es,0,02
vn,se,-0,1
vn,ch,-0,17
vn,tw,0,46
vn,th,0,1
vn,ae,0,14
vn,gb,1,32
vn,us,2,18
ye,eg,-0,51
ye,in,-0,51
ye,my,0,68
ye,sa,-10,27
ye,ae,-3,85
ye,us,4,19
za,af,-0,12
za,ao,-0,21
za,au,-2,14
za,at,0
za,bh,-0,03
za,be,0,02
za,bw,-0,21
za,br,0,04
za,cm,-0,08
za,ca,-0,54
za,cn,-0,11
za,cd,-0,47
za,dk,-0,03
za,eg,0,03
za,et,-0,03
za,fr,0,16
za,de,-0,19
za,gh,-0,05
za,hk,-0,18
za,is,0,36
za,in,0,29
za,id,0,03
za,ie,-0,2
za,il,-0,06
za,it,0,04
za,jp,-0,08
za,ke,-0,39
za,kr,0
za,kw,0,06
za,mw,-0,05
za,my,0,02
za,mu,0,01
za,mx,0,01
za,mz,-0,23
za,na,-0,56
za,nl,-0,18
za,nz,-1,31
za,ng,-0,09
za,no,1,04
za,om,-0,02
za,pk,0,01
za,ph,-0,03
za,pl,0,08
za,pt,-0,03
za,qa,-0,25
za,sa,-0,42
za,sg,-0,08
za,es,-0,07
za,se,-0,04
za,ch,-0,09
za,tw,-0,02
za,tz,-0,09
za,th,-0,01
za,tr,0
za,ug,-0,1
za,ae,-1,32
za,gb,14,26
za,us,21,3
za,zm,-0,38
za,zw,0,21
zm,au,0,93
zm,cn,0
zm,in,4,39
zm,ke,2,3
zm,na,1,76
zm,za,8,2
zm,tz,0,39
zm,gb,43,27
zm,us,33,6
zm,zw,-1,07
zw,au,-1,31
zw,bw,0,45
zw,ca,-0,58
zw,is,8,52
zw,ke,0,13
zw,mz,-1,06
zw,na,-0,93
zw,no,2,88
zw,za,-2,98
zw,ae,-2,5
zw,gb,3,91
zw,us,38,6
zw,zm,0,7
